id,description,title
205304,"Der Entwurf einer Satzung zur Konkretisierung der Bestimmungen für Medienintermediäre nach §§ 91-96 MStV, den die Medienanstalten laut heutigem Bericht von „Tagesspiegel Background“ diese Woche an ausgewählte Verbände und Unternehmen verschickt haben.",Entwurf einer Satzung zur Regulierung von Medienintermediären (§§ 91-96 MStV)
252060,"Geschäftsberichte 2019, 2020
Haushaltsplan 2021, 2022",Jobcenter Märkischer Kreis
232797,"Antrag nach dem IZG LSA/UIG LSA/VIG AG LSA

Sehr geehrte Damen und Herren, 

bitte senden Sie mir Folgendes zu:

Bitte teilen Sie mir die Anzahl der bei Ihnen seit Anfang 2021 eingegangenen Anträge auf Gewährung von Beschädigtenversorgung nach dem Infektionsschutzgesetz (IfSG) in Verbindung mit einer Impfung gegen Covid-19 mit, aufgeschlüsselt nach den Impfstoffen von BioNTech/Pfizer, Moderna, AstraZeneca und Johnson & Johnson.

Eine fortlaufende Veröffentlichung der Zahlen über die Homepage des Bundeslandes Bayern wäre wünschenswert.

Dies ist ein Antrag auf Zugang zu Informationen nach dem Informationszugangsgesetz Sachsen-Anhalt (IZG LSA) sowie hilfsweise dem Umweltinformationsgesetz des Landes (UIG LSA), soweit Umweltinformationen im Sinne des § 2 Abs. 3 UIG betroffen sind bzw. nach dem Verbraucherinformationsgesetz (VIG), soweit Verbraucherinformationen im Sinne des § 2 Abs. 1 VIG betroffen sind.

Sollte die Aktenauskunft wider Erwarten gebührenpflichtig sein, bitte ich Sie, mir dies vorab mitzuteilen und dabei die Höhe der voraussichtlichen Kosten anzugeben. 

Nach § 7 Abs. 5 IZG LSA bzw. § 3 Abs. 3 Nr. 1 UIG oder § 5 Abs. 2 VIG möchte ich Sie bitten, mir die erbetenen Informationen unverzüglich, spätestens nach Ablauf eines Monats zugänglich zu machen.

Sollten Sie für diesen Antrag nicht zuständig sein, bitte ich Sie, ihn an die zuständige Behörde weiterzuleiten und mich darüber zu unterrichten. Ich widerspreche ausdrücklich der Weitergabe meiner Daten an Dritte. 

Ich möchte Sie um eine Antwort in elektronischer Form (E-Mail) bitten, ggf. zusätzlich zu einer postalischen Zusendung. Ich bitte Sie um Empfangsbestätigung und danke Ihnen für Ihre Mühe!

Mit freundlichen Grüßen",Anzahl der Anträge auf Gewährung von Beschädigtenversorgung nach dem Infektionsschutzgesetz in Zusammenhang mit Corona-Impfungen
243838,"eine maschinenlesbare Tabelle aller indizierter Musik. Nach Möglichkeit mit den Spalten: Titel,Interpret,Albumtitel und Erscheinungsjahr",Liste indizierter Musik
204591,"Wieviele Beamte / Lehrer/innen wurden 2018-2019-2020 aus dem Dienst suspendiert?
Aus welchen gründen?(sexuelle belästigung minderjähriger,gewalt....)
Schreiben sie bitte das Geschlecht dabei genauso wie die Position. Lehrer? Polizist?",Wieviele Beamte / Lehrer/innen wurden 2018-2019-2020 aus dem Dienst suspendiert
193064,Wie viele Menschen verbüßen derzeit in Deutschland eine Haftstrafe wegen Erschleichen von Leistungen (265a Stgb)?,Haftstrafen in Deutschland
264428,"alle Allgemeinverfügungen des Landkreises Heinsberg betreffend die Corona-Pandemie im Februar und März 2020
sowie eine Auskunft über Weisungen von Fachaufsichtsbehörden in dieser Sache im betreffenden Zeitraum",Allgemeinverfügungen zur Bekämpfung der Corona-Epidemie im Februar und März 2020
145627,"Bitte teilen sie mir mit , welche baulichen Veränderungen am oben genannten Objekt geplant sind. Ist dort die Einrichtung einer Müllkompostierungs Anlage geplant ? Welche Maßnahmen zur Vermeidung von Geruchsbelästigungen wurden getroffen?",Zentralmateriallager Ratingen Robert Zapp Strasse
253168,"Textvorlage der Unabhängigen Beauftragten für die Pressekonferenz vom 17.5.2022

Bei der Vorstellung der neu berufenen Unabhängigen Beauftragten für Fragen des sexuellen Kindesmissbrauchs hat diese eine Textvorlage benutzt. Teile davon sind wahrscheinlich in die im Internet verfügbaren Pressemitteilung enthalten, nicht aber der Gesamttext. Um das Konzept und die schwerpunktmäßigen Vorhaben beurteilen und deren Umsetzung bewerten zu können, ist die Kenntnis der Textvorlage erforderlich.",Antritts-Pressekonferenz vom 17.5.2022
271164,"Der Bonner Generalanzeiger berichtete am 21.12.2022 wie folgt:

""Polizeipräsident Frank Hoever hat nun die Ermittlungsakte angefordert, um auf dieser Grundlage den Vorgang erneut disziplinarrechtlich zu prüfen. „Dies belegt die bereits im März getroffene Aussage, dass die Bonner Polizei uneingeschränkt für Transparenz und Offenheit steht“, betont Behördensprecher Frank Piontek. „Wir gehen Hinweisen auf mögliches Fehlverhalten von Polizeibeamtinnen und -beamten konsequent nach.“"" (https://ga.de/bonn/stadt-bonn/polizeieinsatz-am-frankenbad-in-bonn-verfahren-eingestellt_aid-81730579)

Bitte schicken Sie mir sämtliche Informationen, die Ihnen zu diesem Fall (Polizist schlägt Mann ins Gesicht) und den Konsequenzen vorliegen.",Verfahren gegen Bonner Polizisten wegen Schlag ins Gesicht
275733,"Laut aktuellem Beitrag in der Hessenschau vom 11.04.2023 (https://www.hessenschau.de/tv-sendung/klagen-wegen-impfschaeden--hessenschau-vom-11042023,video-181910.html) wurden von 522 Anträgen auf Impfschaden 26 positiv beschieden.

Wieviel Anträge sind es aktuell, wieviel davon wurden positiv beschieden, abgelehnt oder sind noch in Bearbeitung.

Von den positiv beschiedenen 26 Fällen, wieviele davon wurden wegen ME/CFS nach Impfung/Long-Covid nach Impfung bzw. Post-Vac-Syndrom positiv beschieden?

Vielen Dank",Impfschaden
27113,"-  Den Bewirtschaftungsplan des FFH-Gebietes  	3825-331 "" Beuster (mit NSG 'Am roten Steine')""
- Die Schutz- und Erhaltungsziele des oben genannten FFH-Gebietes.","Bewirtschaftungsplan & Schutz-,Erhaltungsziele FFH 3825-331"
283842,"in dem Beschluss Oberlandesgericht Köln, II-21 AR 1/12 veröffentlicht unter https://www.justiz.nrw.de/nrwe/olgs/koeln/j2012/II_21_AR_1_12_Beschluss_20120312.html wie der Beschluss mit unbekannten Aktenzeichen Pankow/Weißensee vom 31.08.2011 ( Rn.18 ) geben müsste . Ich dürfte Sie bitten das Aktenzeichen herauszusuchen und mir nach den Informationsfreiheitsgesetz Ihres Landes zu nennen und bitte in Ihre Rechtssprechungsdatenbank einzustellen .",Bitte um Beschlusseinstellung
1053,"Allgemein für NRW:
Wie viel (monetär) wurde von den Kommunen in NRW getrennt nach Kommunen in den letzten 5 Jahren, getrennt nach Jahren, getrennt nach den Bereichen Ordnungswidrigkeiten und Bußgelder, im Zusammenhang mit der Überwachung des ruhenden Verkehr, eingenommen, um wie viele Maßnahmen handelt es sich in absoluten Zahlen, wie viele Maßnahmen sind das pro Kopf der Bevölkerung getrennt nach Kommunen und pro zugelassenem Fahrzeug getrennt nach Kommunen?
 
Speziell für die Stadt Essen (Ruhr):
Wie viele der Bußgeldmaßnahmen im Bereich ruhender Verkehr beinhalteten eine Abschleppmaßnahme, Angabe in Prozent, wobei alle Bußgeldmaßnahmen im Bereich ruhender Verkehr 100 Prozent sind, oder einer anderen, die Vergleichbarkeit des Gesamtkomplexes möglich machenden Messgröße?
Bei wie vielen Bußgeldmaßnahmen im Bereich ruhender Verkehr, die eine Abschleppmaßnahme beinhalteten, wurde von der Möglichkeit zur Äußerung zum Tatvorwurf gebraucht gemacht, Angaben in Prozent, wobei alle Bußgeldmaßnahmen im Bereich ruhender Verkehr 100 Prozent sind (wie oben), oder einer anderen, die Vergleichbarkeit des Gesamtkomplexes möglich machenden Messgröße?
Bei wie vielen Bußgeldmaßnahmen im Bereich ruhender Verkehr, die eine Abschleppmaßnahme beinhalteten, mit erfolgter Äußerung zum Tatvorwurf, hat die Behörde anschließend das Verfahren eingestellt, Angaben in Prozent, wobei alle Bußgeldmaßnahmen im Bereich ruhender Verkehr 100 Prozent sind (wie oben), oder einer anderen, die Vergleichbarkeit des Gesamtkomplexes möglich machenden Messgröße?
Bei wie vielen Bußgeldmaßnahmen im Bereich ruhender Verkehr, die eine Abschleppmaßnahme beinhalteten, kam es zu einem Gerichtsverfahren, Angaben in Prozent, wobei alle Bußgeldmaßnahmen im Bereich ruhender Verkehr 100 Prozent sind (wie oben), oder einer anderen, die Vergleichbarkeit des Gesamtkomplexes möglich machenden Messgröße?
Bei wie vielen Bußgeldmaßnahmen im Bereich ruhender Verkehr, die eine Abschleppmaßnahme beinhalteten, wurde die Ansicht der Stadt anschließend durch das Gericht revidiert, Angaben in Prozent, wobei alle Bußgeldmaßnahmen im Bereich ruhender Verkehr 100 Prozent sind (wie oben), oder einer anderen, die Vergleichbarkeit des Gesamtkomplexes möglich machenden Messgröße?

",Statistik zu Bußgeldmaßnahmen im Bereich ruhender Verkehr
134746,"Die CO2-Bilanzen (carbon footprint) Ihrer Behörde in den letzten zehn Kalenderjahren sowie die zugrundeliegenden Berechnungsmethoden.

Bitte senden Sie Ihre Antwort, wenn möglich, in einem maschinenlesbaren Format.",CO2-Bilanzen (carbon footprint) der letzten zehn Kalenderjahre
21816,"Anfrage nach dem Hamburgischen Transparenzgesetz (HmbTG)

Sehr geehrte Damen und Herren,

im Entwurf zum 2. Luftreinhalteplan der Stadt Hamburg heisst es unter Punkt 7.3.2 (Nachrüstung von Euro-V-Bussen durch Optimierung der SCR-Filter):

""Im Rahmen der Fortschreibung des LRP sollte untersucht werden, ob die benötigten Abgastemperaturen auch im Innenstadt-Betrieb erreicht werden. Falls nicht, sollte weiterhin geklärt werden, ob ggf. durch technische Nachrüstung der SCR-Technik die NOx-Emissionen reduziert werden können. Hierzu wurden durch die Hamburger Hochbahn AG (HHA) und die VHH die Abgastemperaturen auf repräsentativen Routen mit Innenstadtstrecken erfasst und ausgewertet. Die Daten wurden als Tagesganglinien zur Verfügung gestellt. ... Im Ergebnis zeigte sich, dass ausgenommen der Startphasen mit kaltem Motor sowie unmittelbar nach Pausenzeiten, die Abgastemperaturen über der erforderlichen Temperatur von 200°C lagen. Des Weiteren liegt der AdBlue-Verbrauch der HOCHBAHN-Flotte in der üblichen Verbrauchsspanne für Nutzfahrzeuge bzw. wurde die ordnungsgemäße AdBlue-Einspritzung nachgewiesen.""

Leider werden hierzu keine Daten berichtet, so dass der Schluss ""Hieraus lässt sich ableiten, dass die Optimierung des SCR-Systems durch Nachrüstung in Hamburg nicht erforderlich ist."" nicht nachvollziehbar ist.

Auf Nachfrage hat mich die Behörde für Umwelt und Energie an die BWVI weiter verwiesen (https://fragdenstaat.de/a/21811).

Bitte senden Sie mir daher die zugrunde liegenden Informationen zu den Betriebstemperaturen sowie zur AdBlue-Einspritzung - hierbei vor allem auch jene Informationen, auf die sich der Passus ""wurde die ordnungsgemäße AdBlue-Einspritzung nachgewiesen"" bezieht - zu, damit der Schluss nachvollzogen und ggf. begründet Stellung genommen werden kann.

Da eine Stellungnahme zum Luftreinhalteplan nur noch bis zum 23.06.2017 möglich ist, bitte ich Sie, mir die vorliegenden Informationen unverzüglich, jedoch spätestens zwei Tage vor Ablauf der Öffentlichkeitsbeteiligung bereit zu stellen.

Dies ist ein Antrag auf Zugang zu Information nach § 1 Hamburgisches Transparenzgesetz (HmbTG).

Ausschlussgründe liegen meines Erachtens nicht vor. Sofern Teile der Information durch Ausschlussgründe geschützt sind, beantrage ich mir die nicht geschützten Teile zugänglich zu machen.

Ich bitte Sie zu prüfen, ob Sie mir die erbetene Auskunft auf elektronischem Wege kostenfrei erteilen können. Sollte die Aktenauskunft Ihres Erachtens in jedem Fall gebührenpflichtig sein, möchte ich Sie bitten, mir dies vorab mitzuteilen und dabei die Höhe der Kosten anzugeben.

Ich verweise auf § 13 Abs. 1 HmbTG und bitte Sie, mir die erbetenen Informationen unverzüglich und nur im Ausnahmefall spätestens nach Ablauf eines Monats nach Antragszugang zugänglich zu machen.

Sollten Sie für diesen Antrag nicht zuständig sein, bitte ich Sie, ihn an die zuständige Behörde weiterzuleiten und mich darüber zu unterrichten.

Ich möchte Sie um eine Antwort in elektronischer Form (E-Mail) bitten und bitte Sie um eine Empfangsbestätigung. Danke für Ihre Mühe!

Mit freundlichen Grüßen",Daten und Analysen zur SCR-Nachrüstung im Luftreinhalteplan
268337,"- das interne Telefonverzeichnis Ihrer Behörde 

Bitte nutzen Sie vorzugsweise eine Antwort per E-Mail an das Absenderpostfach oder alternativ eine Antwort per Fax an unten angegebene Rufnummer. Bitte verzichten Sie aus Umweltgründen auf Briefpost.",Telefonverzeichnis
285591,"- die Konzession der Polizeikantine Neudorf, Fraunhoferstr. 2, 47057 Duisburg, Inh. Guido Matysik.

- Alle Kommunikation die von Ihrer Behörde in Bezug auf den genannten Betrieb mit der Stabsstelle Verbraucherschutz geführt wurde.

Personenbezogene Daten können geschwärzt werden.",Polizeikantine Neudorf
11604,"Antrag nach dem IFG/UIG/VIG

Sehr geehrte Damen und Herren, 

bitte senden Sie mir Folgendes zu:

Bitte senden Sie mir die Ihnen vorliegenden Verträge / Rahmenvereinbarungen mit den Krankenkassen zu aus denen die Höhe der Zahlungen und die Abrechnungsmodalitäten der Ärzte hervorgehen.

Bitte beantworten Sie mir außerdem die folgenden Fragen:

1. Wie hoch waren bisher die Behandlungskosten der Asylbewerber und Flüchtlinge
 im ambulanten Bereich einschließlich der Notfallbehandlung im kassenärztlichen Notfalldienst und der ambulanten Notfallbehandlung in den Ambulanzen der Krankenhäuser?

2. Wie haben die Ärzte mit den Sozialämtern abgerechnet?

4. Wie hoch sind die monatlichen Zahlungen der Krankenkassen pro Flüchtling an die Kassenärztlichen Vereinigungen?

5. Wie hoch sind dabei die monatlichen Verwaltungskosten, die von den Krankenkassen verlangt werden? 

„Die Beitragszahler der Krankenversicherung werden durch die Einführung nicht belastet, weil die Kosten wie bisher über Steuermittel finanziert werden“, so Armin Tank, Leiter der vdek-Landesvertretung Schleswig-Holstein.

6. Wie sollen die Ärzte mit den KVen abrechnen? Nach GoÄ oder EBM? Pauschal oder Einzelleistungsvergütung?

7. Welche Beträge werden als Vorwegabzüge für welche Bereiche (Labor , Notfallbehandlung usw) abgezogen?

8. Welche Beträge stehen für die Grundversorgung zur Verfügung?

9. Werden für die Fachärzte Budgets gebildet? Wenn ja - Wie hoch sind die Budgets für die Facharztgruppen?

10. Wie hoch sind die Fallwerte?

11. Werden die Asylbewerber und Flüchtlinge im RLV behandelt? 

12. Erhalten mit der eGK die Asylbewerber und Flüchtlinge sofort den unbeschränkten Zugang in unser Gesundheitssystem oder wird die Behandlung (evtl. unterschiedlich) zB. auf die Behandlung akuter Erkrankungen oder bei Schmerzen beschränkt? Wenn ja - wie kann der Arzt die eingeschränkte Behandlungsmöglichkeit auf der Karte erkennen?

13. Was unternehmen die Krankenkassen gegen die mißbräuchliche Verwendung der Karte? (Weitergabe an illegal hier lebende Asylbewerber)


Dies ist ein Antrag auf Aktenauskunft nach § 1 des Gesetzes zur Regelung des Zugangs zu Informationen des Bundes (IFG) sowie § 3 Umweltinformationsgesetz (UIG), soweit Umweltinformationen im Sinne des § 2 Abs. 3 UIG betroffen sind, sowie § 1 des Gesetzes  zur Verbesserung der gesundheitsbezogenen Verbraucherinformation (VIG), soweit Informationen im Sinne des § 1 Abs. 1 VIG betroffen sind.

Ausschlussgründe liegen meines Erachtens nicht vor.

Sollte die Aktenauskunft Ihres Erachtens gebührenpflichtig sein, möchte ich Sie bitten, mir dies vorab mitzuteilen und dabei die Höhe der Kosten anzugeben. Meines Erachtens handelt es sich um eine einfache Auskunft. Gebühren fallen somit  nach § 10 IFG bzw. den anderen Vorschriften nicht an.

Ich verweise auf § 7 Abs. 5 IFG/§ 3 Abs. 3 Satz 2 Nr. 1 UIG/§ 4 Abs. 2 VIG und bitte Sie, mir die erbetenen Informationen so schnell wie möglich, spätestens nach Ablauf eines Monats zugänglich zu machen.

Sollten Sie für diesen Antrag nicht zuständig sein, bitte ich Sie, ihn an die zuständige Behörde weiterzuleiten und mich darüber zu unterrichten.

Ich bitte Sie um eine Antwort in elektronischer Form (E-Mail) gemäß § 8 EGovG. Eine Antwort an meine persönliche E-Mail-Adresse bei meinem Telekommunikationsanbieter FragDenStaat.de stellt keine öffentliche Bekanntgabe des Verwaltungsaktes nach § 41 VwVfG dar.

Ich behalte mir vor, nach Eingang Ihrer Auskünfte gegebenfalls um weitere ergänzende Auskünfte nachzusuchen.

Ich möchte Sie um eine Empfangsbestätigung bitten und danke Ihnen für Ihre Mühe!

Mit freundlichen Grüßen,",Einführung der eGK für Asylanten und Flüchtlinge - Verträge /Rahmenvereinbarungen der KVen mit den Krankenkassen
2491,"Ich bitte um Zusendung des folgenden Gutachtens des Wissenschaftlichen Dienstes: Finanzverfassungsrechtliche Fragen zur Ausgestaltung des Europäischen Stabilitätsmechanismus (ESM) 

Bitte beachten Sie dazu auch das kürzlich gesprochene Urteil des Verwaltungsgerichts Berlin (siehe http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html ).

Ich verweise auf eine Anfrage auf FragDenStaat.de, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/anfrage/791",Finanzverfassungsrechtliche Fragen zur Ausgestaltung des Europäischen Stabilitätsmechanismus (ESM) 
261915,"bitte senden Sie mir die NSU-Akten zu.
Vielen Dank im Voraus.
Viele Grüße",NSU-Akten
159429,"Mit der Einführung des § 28 StAG ist es möglich, deutschen IS Kämpfern die deutsche Staatsangehörigkeit zu entziehen (solange sie nicht dadurch staatenlos werden). Es wird daher um folgende Information gebeten:

- Wie viele deutsche Staatsangehörige sind nach offiziellen Erkenntnissen nach Syrien bzw. in den Irak ausgeflogen, um in der Terrorgruppe IS aktiv zu sein.
- Wie viele von denen haben nur die deutsche Staatsangehörigkeit, wie viele haben die deutsche und eine andere Staatsangehörigkeit
- Sind bereits Fälle eines Entzuges der deutschen Staatsangehörigkeit nach § 28 StAG bekannt?
- Gibt es hierzu bereits Verwaltungsvorschriften. Wenn ja, wird um die Sendung dieser Vorschrift gebeten.",Anfrage zu § 28 Staatsangehörigkeitsgesetz - Deutsche IS Kämpfer
2125,"Ich bitte um Übersendung des Gutachtens ""Rechtsfragen im Kontext der Abgeordnetenkorruption"" bevorzugt in einem elektronischen Format.

Bitte beachten Sie dazu auch das kürzlich gesprochene Urteil des Verwaltungsgerichts Berlin (siehe 
http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html ).

Des Weiteren bitte ich darum, die Veröffentlichung des Gutachtens zu genehmigen.

Ich verweise auf eine Anfrage auf FragDenStaat.de, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/anfrage/393","Gutachten ""Rechtsfragen im Kontext der Abgeordnetenkorruption"""
173150,"Ich möchte Informationen über versorgte Impfschäden in den letzten drei Jahren (2017, 2018, 2019) erhalten. Der 12. Abschnitt des Infektionsschutzgesetzes (IfSG) [1] verweist auf das Bundesversorgungsgesetz (BVG), für dessen Umsetzung Sie zuständig sind. 

1. Anzahl bestehender und neu hinzugekommener Impfschäden, die nach §61 IfSG anerkannt wurden, gruppiert nach Ursache, Impfstoff, Grad der Schwerbehinderung und Versorgungsaufwand

2. Anzahl nicht anerkannter und somit nicht versorgter Impfschäden, gruppiert nach Ursache und Impfstoff

3. Anzahl der Fälle, bei denen ""über die Ursache des festgestellten Leidens in der medizinischen Wissenschaft Ungewissheit besteht"" (§61 Satz 2 IfSG) und deshalb die oberste zuständige Landesbehörde angerufen wurde mit Anzahl der Zustimmungen und Ablehnungen

Leider konnte ich hierzu nirgends öffentliche Statistiken finden. Ich bin lediglich auf eine Statistik der Gesundheitsberichterstattung des Bundes (GBE Bund, getragen von RKI und DESTATIS) gestoßen. Diese gibt für das Jahr 2017 (aktuellstes vorliegendes Jahr) 6.855.042 Schwerbehinderungen aufgrund ""Allgemeiner Krankheit"" - welche explizit Impfschäden inkludiert - an. [2] Offensichtlich verfügen die herausgebenden Behörden aber selbst über keine nähere Differenzierung von Impfschäden und anderen allgemeinen Krankheiten wie IFG-Anfragen eines Mitbürgers gezeigt haben. [3][4]

Sollten Teile der Informationen nicht vorliegen, bitte ich Sie, die verbliebenen Teile trotzdem fristgerecht zu beantworten. 

Vielen Dank und alles Gute im neuen Jahr!

[1] https://www.gesetze-im-internet.de/ifsg/BJNR104510000.html#BJNR104510000BJNG001200310
[2] http://www.gbe-bund.de/gbe10/i?i=216:125D
[3] https://fragdenstaat.de/anfrage/anzahl-der-behinderungen-durch-impfschaden-in-deutschland-2/
[4] https://fragdenstaat.de/anfrage/anzahl-der-behinderungen-durch-impfschaden-in-deutschland-1/",Versorgte Impfschäden in den letzten drei Jahren
9953,"Auf meine Anfrage bei dem Bundestagsabgeordneten MdB Uwe Kerkeritz führt dieser aus: „Jedoch ist offensichtlich, dass die GIZ IS sich im internationalen Markt kaum gegen kommerzielle Anbieter, die verstärkt in Schwellen- und Entwicklungsländer drängen, zu behaupten vermag. Ein entscheidender Faktor dürften die sogenannten Overhead-Kosten sein. Wie die GIZ selbst, hat auch die GIZ IS im internationalen Vergleich sehr hohe Overhead-Kosten, die kaum konkurrenzfähig sind.”

Ich bitte daher um Mitteilung, wie hoch die Overhead-Kosten der GIZ sind im Vergleich zum GIZ-Geschäftsvolumen.

Wie beurteilt die Bundesregierung die Aussage des Bundestagsabgeordneten zur Wettbewerbsfähigkeit und ist es nicht unter diesem Gesichtspunkt sinnvoll und zielführend, die Kostenstruktur der GIZ zu prüfen und ggf. vom derzeitigen Direktvergabeverfahren abzuweichen? Ich beziehe mich hierbei auch auf eine Auskunft von Ihnen vom 28.04.2015 (siehe https://fragdenstaat.de/a/9387).
Gibt es Untersuchungen der Bundesregierung zur Wettbewerbsfähigkeit sowohl des gemeinnützigen Bereichs wie von GIZ International Service?
",GIZ Overheadkosten
269790,"Bitte übermitteln Sie aus dem Verwaltungsvorgang bzw. den Verwaltungsvorgängen, die Bezüge 
zur Rückauflassungsvormerkung haben für das Spielplatzgrundstück – zwischen Wolfshagener Str./ Ossietzkystr. Kavalierstr.  Flurstück 91 und teilweise 418 (Gemarkung Pankow) in 13187 Berlin Pankow: 
sämtliche Aktenvermerke, Notizen, Einträge, Auszüge, sonstige Aktenbestandteile, in denen Kontakte oder Kontaktaufnahmeversuche (jeweils schriftlich, mündlich - auch telefonisch - oder persönlich) zwischen Vertreter*innen des Bezirksamtes Pankow und der Gesobau AG, sowie der Senatsverwaltung Finanzen und der Senatsverwaltung Stadtentwicklung/ Wohnen ersichtlich werden, 
a) aus den Jahren 1994 – 1996 zur Eintragung der Rückauflassungsvormerkung für das Grundstück: Spielplatz zwischen Wolfshagener Straße, Ossietzky Str.  Flurstück 91 und teilweise 418 (Gemarkung Pankow) in 13187 Berlin 
b) aus den Jahren 2016 – 2022 (bis) zur Streichung der Rückauflassungsvormerkung des o.g. Grundstückes 
Es wird um elektronische/digitale Übermittlung gebeten. Auszugsweise Ablichtungen, die erkennen lassen, wann eine Kontaktaufnahme oder ein Kontaktaufnahmeversuch jeweils erfolgte, wen diese(r) adressierte und von wem diese(r) ausging, reichen aus. 
Eine darüber hinausgehende Information, an welchen Tagen es vor dem Hintergrund der Streichung der Rückauflassung entsprechende Kontakte oder Kontaktaufnahmeversuche gab (differenziert nach Käufer und Verkäufer bzw. den Verwaltungen, der Gesobau AG, und dem Bezirksamt Pankow, die in die Streichung der Rückauflassungsvormerkung involviert waren und von wem die Kontaktaufnahme(-versuche) jeweils ausgingen, wird - soweit umsetzbar - ebenfalls erbeten.",Rückauflassungsvormerkung für Spielplatzgrundstück – zwischen Wolfshagener Str. und Ossietzkystr. ) Flurstück 91 und teilweise 418 (Gemarkung Pankow) 13187 Berlin - Pankow und deren Streichung – alle Unterlagen und Schriftverkehr
280990,"gerne hätte ich von Ihnen eine Kostenaufstellung, bezüglich der Coronatests an den Schulen Niedersachsens, während der Corona-Pandemie bis zum heutigen Tag.

Bitte geben Sie mir konkret:
- die bisherigen Gesamtkosten für die Tests an Grundschulen inkl. der Anzahl an Tests für Grundschulen
- die bisherigen gesamtkosten für die Tests an weiterführenden Schulen inkl. der Anzahl an Tests für weiterführende Schulen
- die bisherigen Gesamtkosten Kosten für die Tests an beruflichen Schulen inkl. der Anzahl an Tests für berufliche Schulen

Wer hat bei privaten Bildungsträgern die Kosten für die Teilnehmer, für die ebenfalls eine Testpflicht bestand, übernommen? Wenn diese ebenfalls über die Landesregierung finanziert wurden, wie hoch waren die Kosten in diesem Fall?

Vielen Dank vorab für Ihre Rückmeldung.",Kosten für Coronatests an Niedersachsens Schulen
28060,"* Sicherheitsaudit / Analyse von 18 Kryptobibliotheken, die im Rahmen des o.g. Projekts durchgeführt wurde.

* Detailierte Analyse / Sicherheitsaudits von LibreSSL, NSS und Botan im o.g. Projekt.

Die Durchführung dieser Analysen hat das BSI laut dieser [1] Projektbeschreibung beauftragt.

[1] https://www.bsi.bund.de/SharedDocs/Downloads/DE/BSI/Krypto/Projektzusammenfassung_Botan.pdf?__blob=publicationFile&v=2

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/26322","Sicherheitsaudits des Projekts ""Sichere Implementierung einer allgemeinen Kryptobibliothek"""
226982,"Ich brauche für meinen Arbeitgeber eine Bescheinigung Infektionsschutzbelehrung.
Diese habe ich wohl schon mal gemacht, wie bekomme ich sie und kann man mir diese zu schicken?",Bescheinigung Infektionsschutzbelehrung
187520,"Ich bitte um Offenlegung der ""geheimen AOK Studie"" / Analyse, die der Bildzeitung offenbar vorliegt: https://www.bild.de/bild-plus/politik/inland/politik-inland/wegen-coronavirus-geheim-aok-studien-zeigt-wieviele-patienten-liessen-sich-nicht-70632438,view=conversionToLogin.bild.html

Gggfs bitte ich um Auskunft, wo innerhalb Ihrer Organisation sich die richtigen Ansprechpartner befinden und um entsprechende Weiterleitung.

Derartige Informationen sind von besonderem öffentlichen Interesse für die Gesundheit und das Leben der Menschen in diesem Land. Daher bitte ich Sie zudem um Offenlegung sämtlicher Statistiken der letzten Monate - vor allem, die signifikante statistische Abweichungen aufzeigen in Behandlungen, Operationen, Leistungen, die (nicht) abgerufen wurden - prozentual und in Fallzahlen. 

Sofern Maßnahmen Ihrer Organisation eingeleitet wurden, dem gegenzusteuern, bitte ich auch um Aufklärung hierüber.",Geheime AOK Studie
